X,Y,TYPE,SPEED,DIRTYPE,DIRECTION
5.007500,44.045590,7,28,2,44
0.340740,46.582000,7,28,2,49
1.329650,45.881260,7,28,2,149
4.227360,47.667350,7,28,2,42
2.350160,48.673890,7,28,2,96
5.653390,45.847950,7,29,2,95
6.428950,43.791580,7,29,2,61
4.492890,45.024570,7,29,2,145
2.353470,43.218380,7,29,2,24
2.822830,44.372210,7,29,2,80
4.876330,44.889650,7,29,0,0
-1.116230,45.520260,7,29,2,107
3.170520,43.697120,7,29,0,0
4.013440,43.655760,7,29,2,161
3.988160,45.203220,7,29,0,0
4.946000,48.064520,7,29,2,118
3.180560,46.992310,7,29,2,33
2.406400,49.591640,7,29,0,0
1.675000,50.656360,7,29,2,29
-0.156940,48.156390,7,29,2,131
5.769720,43.139150,7,29,1,23
0.379760,46.677760,7,29,2,113
3.977010,47.858510,7,29,2,44
2.307150,48.632880,7,29,2,185
4.887860,46.261700,7,30,2,189
7.022790,43.553790,7,30,2,141
2.457220,43.195030,7,30,1,358
2.946340,43.091360,7,30,2,115
2.003780,44.266500,7,30,2,66
5.022620,43.575350,7,30,2,32
5.566000,43.469140,7,30,2,171
5.597900,43.346050,7,30,2,83
0.063490,49.103120,7,30,2,150
3.152720,45.032550,7,30,0,0
6.033460,47.234140,7,30,2,145
6.067320,47.263760,7,30,2,112
6.166950,47.200220,7,30,2,4
6.201370,47.293710,7,30,2,131
6.215390,46.870280,7,30,0,0
4.829470,44.779090,7,30,2,119
4.213630,43.947900,7,30,2,103
4.328150,43.813660,7,30,2,143
3.172790,43.592240,7,30,0,0
3.283950,43.325480,7,30,0,0
3.293600,43.305710,7,30,2,130
3.454520,43.609170,7,30,2,101
1.992130,46.957900,7,30,0,0
0.621370,47.497990,7,30,0,0
0.840190,47.366800,7,30,2,179
4.817630,45.567110,7,30,2,49
5.375370,45.080210,7,30,0,0
5.421400,45.166830,7,30,0,0
5.700120,45.043600,7,30,2,221
5.350690,46.419050,7,30,2,56
5.786010,47.017930,7,30,0,0
3.590210,45.029630,7,30,0,0
3.738070,45.141570,7,30,2,30
3.907740,45.121700,7,30,2,165
-1.906400,47.365630,7,30,2,45
-1.359620,47.412470,7,30,0,0
1.801240,47.883770,7,30,0,0
1.421410,44.462720,7,30,2,127
1.467750,44.476270,7,30,2,173
3.738030,44.837840,7,30,2,27
-0.417670,47.739300,7,30,2,167
-1.576030,48.843680,7,30,2,6
4.022780,49.322880,7,30,2,90
4.318070,49.128290,7,30,2,76
4.666860,49.100180,7,30,2,31
5.114170,48.483540,7,30,2,92
-0.817970,48.065240,7,30,2,119
-3.076490,47.910530,7,30,0,0
3.111330,46.791810,7,30,2,108
3.167710,46.731440,7,30,2,70
1.761220,49.673730,7,30,2,178
2.083260,49.433940,7,30,2,33
2.363060,49.167600,7,30,0,0
2.621230,49.320830,7,30,2,138
-0.588830,48.812420,7,30,0,0
2.260700,50.756410,7,30,2,18
2.462720,50.630930,7,30,2,97
3.159870,45.983360,7,30,2,124
2.866350,42.769740,7,30,2,73
7.729670,48.577290,7,30,2,75
7.730170,48.576420,7,30,2,64
7.299730,47.907260,7,30,2,109
4.773540,45.896360,7,30,2,133
4.162020,46.470170,7,30,2,135
0.191210,48.185970,7,30,0,0
0.324460,47.612100,7,30,2,57
0.639130,48.188310,7,30,2,115
0.160390,48.145800,7,30,2,133
5.842900,45.687950,7,30,2,112
6.450660,45.603440,7,30,2,90
6.565050,45.507910,7,30,2,109
6.934920,45.994330,7,30,2,106
0.793480,49.630520,7,30,2,144
1.103100,49.347200,7,30,2,49
2.157800,48.950850,7,30,2,127
-0.679510,46.194850,7,30,2,127
-0.440580,46.989930,7,30,2,65
2.417710,50.199580,7,30,0,0
2.731650,50.091000,7,30,2,121
1.934560,44.153370,7,30,2,66
1.939060,43.957670,7,30,0,0
1.953300,44.150400,7,30,0,0
1.717540,44.133590,7,30,0,0
6.187630,43.297900,7,30,2,169
0.323060,46.490180,7,30,2,91
2.368370,48.529060,7,30,2,136
2.543700,48.672740,7,30,2,57
2.191210,48.815900,7,30,2,132
2.505670,48.890300,7,30,2,3
2.479590,48.812400,7,30,2,110
3.570090,46.528970,7,31,2,169
3.678580,46.526590,7,31,2,173
6.192430,44.066700,7,31,2,49
6.981080,44.053000,7,31,2,16
6.988950,44.093660,7,31,2,111
6.991610,44.005460,7,31,0,0
7.178440,43.913410,7,31,2,122
4.332970,44.465730,7,31,2,36
4.762030,45.319770,7,31,2,49
1.635800,42.925600,7,31,2,180
1.825880,42.631460,7,31,2,188
2.763430,43.198610,7,31,2,160
2.104390,44.523840,7,31,2,90
5.015350,43.578220,7,31,2,164
5.179670,43.500590,7,31,2,22
5.497510,43.470790,7,31,2,1
0.111990,45.623210,7,31,2,117
5.402980,47.155630,7,31,2,33
5.846040,47.194900,7,31,0,0
4.744250,44.558160,7,31,2,89
1.437740,48.218780,7,31,2,154
-4.149630,48.485030,7,31,2,12
4.261210,43.668170,7,31,2,94
4.389770,43.847760,7,31,2,173
3.240090,43.414190,7,31,0,0
3.436130,43.628270,7,31,2,95
3.436640,43.631310,7,31,0,0
-1.677540,48.081160,7,31,1,323
-1.650750,48.106120,7,31,0,0
0.580410,47.078630,7,31,2,83
5.740700,45.188790,7,31,2,133
5.353180,46.431370,7,31,2,97
5.471790,47.097280,7,31,2,177
2.047470,47.425450,7,31,2,97
3.770010,46.198940,7,31,2,114
1.641560,44.486660,7,31,0,0
4.098000,49.226410,7,31,2,29
5.234100,49.546870,7,31,2,84
6.852570,49.141490,7,31,2,33
2.418070,49.583900,7,31,0,0
1.847020,50.960170,7,31,0,0
3.214830,46.056550,7,31,2,56
3.227200,46.034730,7,31,2,111
-0.379640,43.303730,7,31,2,168
2.251560,42.532520,7,31,0,0
7.470460,48.618920,7,31,2,63
4.723680,45.936870,7,31,2,35
2.807440,48.365280,7,31,2,22
2.975390,48.366060,7,31,2,5
-0.676320,46.197710,7,31,2,135
-0.639310,46.217510,7,31,2,2
6.095000,43.364790,7,31,2,192
4.997740,43.926660,7,31,2,156
5.048410,43.917060,7,31,0,0
5.164740,43.864160,7,31,0,0
0.608280,46.934500,7,31,2,1
2.003830,48.311820,7,31,2,90
2.465150,48.824050,7,31,1,171
2.465330,48.824240,7,31,1,349
2.257810,48.948570,7,31,2,63
2.258620,48.948610,7,31,2,315
2.259520,48.949020,7,31,2,161
2.301120,48.976380,7,31,2,174
2.387700,48.974760,7,31,2,44
5.198930,45.903800,7,32,2,136
5.549480,46.111340,7,32,2,55
2.435040,46.366810,7,32,2,166
3.461760,46.074190,7,32,2,86
6.256050,44.234200,7,32,2,32
6.477346,44.877319,7,32,2,89
6.756850,44.131300,7,32,2,70
6.914760,43.857940,7,32,2,153
6.993310,43.719880,7,32,2,97
7.197560,43.663410,7,32,2,158
4.779880,44.802070,7,32,2,153
2.175520,43.243160,7,32,2,9
2.219710,44.546870,7,32,2,92
4.870990,43.639150,7,32,2,176
5.001050,43.580950,7,32,2,10
5.025360,43.445400,7,32,2,26
5.313260,43.516670,7,32,2,14
5.314940,43.516450,7,32,2,53
5.363380,43.294890,7,32,1,147
5.365580,43.292150,7,32,1,329
5.382400,43.293110,7,32,2,167
5.394490,43.282610,7,32,2,85
2.057220,47.125380,7,32,0,0
1.655620,45.186420,7,32,2,114
2.302440,45.571700,7,32,2,57
5.032110,47.311840,7,32,2,79
0.673280,45.202060,7,32,0,0
4.817410,45.177120,7,32,2,101
4.848990,45.070690,7,32,2,74
5.307480,44.299160,7,32,0,0
5.481890,45.082460,7,32,0,0
1.454590,49.348100,7,32,0,0
1.585810,48.534510,7,32,0,0
-3.838400,48.578720,7,32,2,40
4.684250,44.149760,7,32,0,0
3.056970,43.579560,7,32,0,0
-2.020460,48.633820,7,32,2,85
-1.483890,48.111240,7,32,0,0
-1.479960,48.110910,7,32,0,0
5.718070,45.182950,7,32,2,83
5.415250,47.005920,7,32,2,54
5.600600,46.796110,7,32,0,0
5.696270,46.841230,7,32,2,154
